Age,Income,Risk_Tolerance,Investment_Goal_Encoded,Experience_Years,User_Class
42,2879390,7,1,21,Aggressive
53,1441396,9,0,32,Moderate
32,162471,10,3,11,Aggressive
32,190681,1,1,11,Conservative
36,273599,1,2,15,Conservative
62,350000,8,2,10,Moderate
38,3017810,9,2,17,Aggressive
44,1408746,4,3,23,Moderate
41,952914,1,1,20,Conservative
23,194628,1,1,2,Conservative
58,1133002,9,1,37,Moderate
56,4626183,9,3,35,Aggressive
68,488104,6,2,47,Moderate
28,826862,2,2,7,Moderate
51,642184,6,1,30,Moderate
23,1046991,5,2,2,Moderate
63,484806,2,0,42,Conservative
61,542910,3,2,40,Conservative
49,1077833,5,2,28,Moderate
26,2031521,5,2,5,Aggressive
34,485127,8,1,13,Moderate
32,4299888,3,0,11,Moderate
23,3937866,10,2,2,Aggressive
47,1167271,6,3,26,Moderate
64,1793002,6,2,43,Moderate
37,648241,2,1,16,Conservative
41,353233,3,1,20,Conservative
68,4703499,10,2,47,Aggressive
32,1069258,4,0,11,Conservative
46,233521,7,1,25,Moderate
33,4201277,9,3,12,Aggressive
62,2000000,8,2,10,Aggressive
18,4331274,7,1,0,Aggressive
43,973795,10,2,22,Aggressive
20,760360,1,1,0,Conservative
48,551998,9,1,27,Moderate
48,4354258,5,0,27,Moderate
34,413880,1,0,13,Conservative
44,2000000,4,0,10,Moderate
24,945018,2,2,3,Moderate
21,854970,1,2,0,Conservative
50,1452644,6,1,29,Moderate
55,578387,5,2,34,Moderate
18,549084,3,0,0,Conservative
44,1461996,1,0,23,Conservative
25,538929,3,1,4,Conservative
46,1375615,1,1,25,Conservative
39,4492398,9,2,18,Aggressive
62,900000,4,2,5,Moderate
47,762279,8,1,26,Moderate
66,510825,8,3,45,Moderate
35,340986,10,0,14,Aggressive
33,419636,6,2,12,Moderate
27,513785,4,0,6,Conservative
44,900000,5,0,10,Moderate
32,1429661,7,1,11,Moderate
44,900000,6,1,10,Moderate
31,284144,3,0,10,Conservative
62,2000000,8,2,5,Aggressive
56,220495,10,0,35,Moderate
24,4284184,8,2,3,Aggressive
35,664531,1,1,14,Conservative
56,678052,4,0,35,Conservative
47,768936,6,2,26,Moderate
36,391818,1,2,15,Conservative
24,243684,7,3,3,Aggressive
34,2111147,10,0,13,Aggressive
25,1201409,2,1,4,Conservative
56,1691700,8,2,35,Aggressive
19,743129,1,1,0,Conservative
49,545475,10,1,28,Aggressive
35,1454636,7,0,14,Moderate
59,1469068,7,2,38,Moderate
56,2917575,5,2,35,Moderate
37,507449,6,0,16,Moderate
46,638087,7,2,25,Moderate
36,533501,8,1,15,Moderate
40,997298,8,3,19,Aggressive
52,804902,3,2,31,Conservative
61,276029,2,2,40,Conservative
57,774728,3,0,36,Conservative
40,1276811,6,2,19,Moderate
38,991113,3,1,17,Conservative
23,854486,10,2,2,Aggressive
26,900000,10,0,20,Aggressive
36,2758383,9,2,15,Aggressive
23,379023,2,0,2,Conservative
37,3819332,7,0,16,Moderate
57,473524,3,1,36,Conservative
22,1271165,10,0,1,Aggressive
40,816875,2,2,19,Conservative
66,2031435,2,2,45,Moderate
35,1289813,5,1,14,Moderate
63,667847,6,3,42,Moderate
54,671985,4,3,33,Moderate
37,1215342,7,2,16,Moderate
27,526746,4,1,6,Moderate
29,632253,7,2,8,Moderate
33,3560466,5,2,12,Moderate
31,220809,8,1,10,Moderate
24,209112,3,3,3,Moderate
44,2000000,8,2,5,Aggressive
43,3227386,6,3,22,Aggressive
42,961598,1,1,21,Conservative
44,2000000,8,2,10,Aggressive
20,685129,8,2,0,Aggressive
22,597484,4,1,1,Moderate
19,243919,2,2,0,Conservative
21,2237881,3,2,0,Moderate
20,1773527,10,3,0,Aggressive
22,4889225,7,2,1,Aggressive
62,2000000,7,0,10,Moderate
62,2000000,9,2,20,Aggressive
52,1298454,1,1,31,Conservative
54,632078,5,0,33,Conservative
43,706422,7,0,22,Moderate
35,4087207,7,0,14,Moderate
20,416019,9,2,0,Aggressive
44,2000000,2,2,2,Moderate
46,934633,7,2,25,Moderate
57,579952,2,0,36,Conservative
22,289883,5,2,1,Moderate
40,715665,4,1,19,Moderate
33,643155,8,0,12,Moderate
22,1017522,9,2,1,Aggressive
37,4340381,10,2,16,Aggressive
33,3741228,6,1,12,Moderate
33,680871,5,1,12,Moderate
46,632833,6,3,25,Moderate
33,251745,4,3,12,Moderate
36,2532867,5,1,15,Moderate
41,945613,1,1,20,Conservative
25,753086,2,2,4,Moderate
25,4932687,6,2,4,Aggressive
43,191466,5,1,22,Moderate
48,2890443,8,1,27,Aggressive
56,629561,1,1,35,Conservative
48,782322,4,0,27,Conservative
62,350000,7,2,10,Moderate
64,1249080,7,1,43,Moderate
55,369268,2,3,34,Conservative
39,680087,7,0,18,Moderate
52,4131695,1,0,31,Conservative
49,235415,3,2,28,Conservative
67,1204285,6,1,46,Moderate
40,1418522,6,2,19,Moderate
43,593210,4,0,22,Conservative
49,4109547,1,2,28,Conservative
24,778340,6,1,3,Moderate
46,1470015,10,2,25,Aggressive
47,448303,1,3,26,Conservative
43,618547,2,1,22,Conservative
48,644739,3,3,27,Conservative
31,4637337,6,2,10,Aggressive
27,1213046,4,2,6,Moderate
50,1464572,10,0,29,Aggressive
42,344746,3,2,21,Conservative
52,1275140,9,1,31,Moderate
41,555484,8,3,20,Aggressive
36,495173,7,0,15,Moderate
56,362495,10,2,35,Aggressive
62,350000,7,1,0,Moderate
18,370624,8,1,0,Moderate
41,289869,6,3,20,Moderate
34,2335036,9,0,13,Aggressive
36,457823,5,2,15,Moderate
56,297226,5,2,35,Moderate
38,4091351,5,1,17,Moderate
55,2625043,5,2,34,Moderate
41,261004,6,1,20,Moderate
38,574511,1,1,17,Conservative
44,2000000,6,2,5,Aggressive
46,753169,4,3,25,Moderate
49,749415,4,2,28,Moderate
51,1536165,1,1,30,Conservative
22,676175,9,2,1,Aggressive
46,532739,7,1,25,Moderate
39,909573,8,3,18,Aggressive
42,3530881,10,2,21,Aggressive
20,316570,5,3,0,Moderate
50,868004,10,2,29,Aggressive
31,602011,1,2,10,Conservative
31,1173491,3,1,10,Conservative
48,333664,9,2,27,Moderate
28,1409099,10,2,7,Aggressive
26,581937,1,2,5,Conservative
31,679495,10,2,10,Aggressive
40,3716114,5,1,19,Moderate
19,1373624,10,1,0,Aggressive
62,350000,10,2,20,Aggressive
49,909191,1,2,28,Conservative
44,350000,4,1,10,Conservative
37,430568,10,2,16,Aggressive
22,1313178,7,1,1,Moderate
42,237597,3,3,21,Moderate
23,1009468,10,2,2,Aggressive
36,640548,1,1,15,Conservative
20,360625,2,0,0,Conservative
35,1085559,2,2,14,Conservative
62,2000000,9,2,20,Aggressive
54,648583,9,1,33,Moderate
34,4823315,3,0,13,Moderate
53,452692,2,1,32,Conservative
36,3130612,5,2,15,Moderate
29,1213058,7,1,8,Moderate
58,1377252,8,2,37,Moderate
24,3128761,8,1,3,Aggressive
43,1429957,7,0,22,Moderate
42,329207,6,0,21,Moderate
47,1349661,8,0,26,Moderate
25,2748461,8,2,4,Aggressive
18,406082,2,2,0,Conservative
43,1256610,2,0,22,Conservative
59,364438,1,1,38,Conservative
44,764806,4,2,23,Moderate
48,2954304,5,1,27,Moderate
24,203826,7,2,3,Moderate
50,620086,5,1,29,Moderate
62,350000,5,2,2,Moderate
62,900000,7,2,20,Moderate
28,2034013,10,1,7,Aggressive
32,692628,8,3,11,Aggressive
38,1474988,9,3,17,Aggressive
50,431592,9,3,29,Aggressive
44,3996117,7,3,23,Aggressive
48,219530,9,1,27,Moderate
44,350000,5,2,10,Moderate
44,456121,9,2,23,Aggressive
44,1427058,10,2,23,Aggressive
58,484752,8,2,37,Moderate
47,923113,9,1,26,Moderate
18,1144543,1,2,0,Conservative
61,1477044,10,2,40,Aggressive
35,1044196,8,2,14,Aggressive
47,614637,5,1,26,Moderate
33,163641,2,2,12,Conservative
51,1406362,5,0,30,Moderate
62,900000,9,2,20,Aggressive
36,372409,8,0,15,Moderate
53,222804,10,2,32,Aggressive
19,389647,7,0,0,Moderate
48,1236542,8,1,27,Moderate
62,900000,7,2,5,Moderate
51,574861,3,2,30,Conservative
67,186382,9,2,46,Moderate
24,206928,7,2,3,Moderate
55,1323947,8,1,34,Moderate
62,2000000,7,1,10,Moderate
52,1136940,1,3,31,Conservative
34,2201412,5,2,13,Moderate
47,1687595,9,0,26,Aggressive
43,243145,2,1,22,Conservative
44,569838,8,2,23,Moderate
34,402056,8,2,13,Moderate
56,3944661,3,2,35,Moderate
52,613522,2,0,31,Conservative
44,900000,9,2,20,Aggressive
40,1269839,3,2,19,Moderate
28,1362531,3,1,7,Moderate
37,1301166,4,2,16,Moderate
23,217114,7,2,2,Moderate
19,976585,2,1,0,Conservative
26,500804,1,0,5,Conservative
42,243053,2,2,21,Conservative
47,2891592,10,1,26,Aggressive
48,341657,2,2,27,Conservative
43,223107,8,1,22,Moderate
44,218049,7,3,23,Moderate
33,772262,7,2,12,Moderate
32,287636,7,3,11,Moderate
49,706935,4,3,28,Moderate
23,1351891,8,1,2,Aggressive
33,160446,9,0,12,Moderate
41,1128056,5,1,20,Moderate
26,752919,3,0,5,Conservative
36,809927,8,1,15,Moderate
48,1283803,2,0,27,Conservative
42,319098,2,0,21,Conservative
34,2802636,2,2,13,Moderate
44,350000,6,1,0,Moderate
59,653520,1,2,38,Conservative
62,2000000,6,3,10,Aggressive
23,3765835,5,2,2,Aggressive
28,425559,2,3,7,Moderate
37,839489,3,1,16,Conservative
27,635671,8,2,6,Aggressive
32,733087,10,2,11,Aggressive
36,1276019,8,1,15,Moderate
21,690753,4,2,0,Moderate
36,847886,6,2,15,Moderate
31,1471871,9,2,10,Aggressive
28,4897685,7,0,7,Aggressive
35,532788,2,2,14,Conservative
51,314722,8,1,30,Moderate
47,486349,2,0,26,Conservative
26,350000,6,1,2,Moderate
33,286463,5,2,12,Moderate
44,2000000,5,2,5,Moderate
40,4830946,7,0,19,Moderate
66,473306,4,1,45,Conservative
28,1147278,7,2,7,Aggressive
42,258092,10,2,21,Aggressive
28,1585240,10,0,7,Aggressive
31,1125228,2,3,10,Moderate
22,261850,1,2,1,Conservative
33,4770136,7,2,12,Aggressive
48,372178,10,2,27,Aggressive
43,786553,4,3,22,Moderate
44,900000,6,3,0,Moderate
33,924648,3,2,12,Moderate
47,2591480,10,2,26,Aggressive
36,402476,7,1,15,Moderate
58,2044841,9,2,37,Aggressive
27,4452228,4,3,6,Moderate
36,694855,4,0,15,Conservative
19,428268,10,2,0,Aggressive
62,2000000,5,2,20,Moderate
65,511073,5,0,44,Conservative
38,773163,3,0,17,Conservative
21,447362,1,1,0,Conservative
33,1653267,5,2,12,Moderate
56,531983,6,3,35,Moderate
62,2000000,8,0,2,Moderate
34,258106,8,0,13,Moderate
26,2689872,10,2,5,Aggressive
54,1348524,7,2,33,Moderate
44,2000000,10,1,20,Aggressive
29,486485,4,3,8,Moderate
27,297734,5,3,6,Moderate
44,900000,3,0,5,Conservative
28,1231301,9,1,7,Aggressive
62,900000,8,2,10,Moderate
56,2095976,3,3,35,Moderate
34,771560,5,0,13,Moderate
59,752620,9,3,38,Aggressive
26,1428446,2,3,5,Moderate
19,366951,8,0,0,Moderate
44,2000000,8,2,10,Aggressive
53,3915525,7,2,32,Aggressive
29,1325888,7,3,8,Aggressive
41,295833,7,2,20,Moderate
46,798733,4,2,25,Moderate
46,628986,4,1,25,Conservative
59,1059595,4,1,38,Conservative
36,462771,5,1,15,Moderate
59,4448632,3,2,38,Moderate
63,601634,5,0,42,Conservative
18,773925,5,2,0,Moderate
21,3439833,6,2,0,Aggressive
40,768843,8,2,19,Aggressive
32,435585,9,2,11,Aggressive
23,714079,6,2,2,Moderate
24,1406094,9,0,3,Aggressive
49,1009537,8,2,28,Moderate
18,686077,2,2,0,Conservative
54,235160,7,2,33,Moderate
38,789626,6,2,17,Moderate
63,227633,9,0,42,Moderate
48,1447503,10,0,27,Aggressive
68,866656,10,0,47,Aggressive
26,350000,7,2,2,Moderate
49,222051,9,2,28,Moderate
56,1159763,6,0,35,Moderate
62,900000,8,2,5,Moderate
35,424873,10,2,14,Aggressive
28,585493,3,1,7,Conservative
42,867896,10,3,21,Aggressive
61,899332,8,2,40,Moderate
22,858382,3,2,1,Moderate
55,326529,5,3,34,Moderate
38,2688502,4,2,17,Moderate
27,164908,3,3,6,Moderate
59,1384436,8,1,38,Moderate
57,1470650,1,2,36,Conservative
46,595581,7,0,25,Moderate
44,672486,7,0,23,Moderate
41,267379,3,1,20,Conservative
62,350000,10,2,5,Aggressive
49,737345,6,1,28,Moderate
25,1406410,3,3,4,Moderate
43,178453,2,2,22,Conservative
33,764831,5,3,12,Moderate
33,331017,3,2,12,Conservative
24,422820,7,2,3,Moderate
37,528279,8,2,16,Moderate
23,3906204,8,2,2,Aggressive
25,220854,6,0,4,Moderate
65,652457,10,1,44,Aggressive
39,459509,4,1,18,Conservative
58,414698,3,3,37,Conservative
59,676133,7,1,38,Moderate
54,410275,8,2,33,Moderate
23,233360,4,3,2,Moderate
44,1426840,1,3,23,Conservative
26,944391,4,2,5,Moderate
33,2276141,9,0,12,Aggressive
21,359939,1,3,0,Conservative
20,1448255,4,0,0,Moderate
20,236770,5,2,0,Moderate
37,2837150,8,2,16,Aggressive
57,2946822,5,2,36,Moderate
47,3557564,4,1,26,Moderate
67,1091725,2,1,46,Conservative
48,242897,9,1,27,Moderate
25,4924404,2,2,4,Moderate
50,601530,10,2,29,Aggressive
50,4544383,9,0,29,Aggressive
29,1471623,6,2,8,Moderate
55,3835107,5,0,34,Moderate
27,308280,7,0,6,Moderate
52,212058,4,0,31,Conservative
31,358403,7,2,10,Moderate
52,695549,3,3,31,Conservative
47,1255563,8,2,26,Moderate
26,592579,5,0,5,Moderate
32,1437106,10,2,11,Aggressive
35,1385180,8,0,14,Moderate
51,1430872,7,3,30,Moderate
48,1369672,2,0,27,Conservative
64,272698,2,0,43,Conservative
67,4610212,1,2,46,Conservative
23,750210,6,3,2,Aggressive
31,471970,2,1,10,Conservative
68,1226044,10,2,47,Aggressive
31,956546,7,3,10,Aggressive
40,247656,5,2,19,Moderate
62,900000,8,1,2,Moderate
44,350000,8,2,10,Moderate
38,470407,2,3,17,Conservative
39,996256,8,1,18,Moderate
67,1106989,6,3,46,Moderate
44,350000,8,1,10,Moderate
39,1119698,6,0,18,Moderate
29,1045319,6,1,8,Moderate
58,1317849,3,2,37,Conservative
69,4738968,2,1,48,Conservative
36,529453,10,1,15,Aggressive
39,1469861,8,2,18,Aggressive
62,2000000,8,1,5,Aggressive
18,1386907,2,0,0,Conservative
44,900000,6,0,2,Moderate
47,1659969,1,1,26,Conservative
58,4241575,2,0,37,Conservative
56,680942,9,1,35,Moderate
51,376400,1,2,30,Conservative
54,940229,4,0,33,Conservative
26,524893,5,1,5,Moderate
28,2241973,6,1,7,Aggressive
46,546524,4,1,25,Conservative
19,507478,5,3,0,Moderate
20,751503,7,1,0,Moderate
41,1922463,6,2,20,Aggressive
55,647492,10,2,34,Aggressive
44,900000,8,3,20,Aggressive
41,398503,3,2,20,Conservative
38,3843434,4,0,17,Moderate
50,1209925,9,1,29,Moderate
37,899979,4,2,16,Moderate
62,2000000,10,1,10,Aggressive
36,717339,8,2,15,Aggressive
62,900000,3,2,10,Conservative
52,200806,2,0,31,Conservative
26,881015,4,2,5,Moderate
44,168799,4,1,23,Conservative
39,1327765,7,0,18,Moderate
53,1383404,4,1,32,Conservative
58,599750,9,2,37,Moderate
20,1570560,4,2,0,Moderate
36,666794,4,0,15,Conservative
40,3010253,4,2,19,Moderate
26,954455,3,2,5,Moderate
33,4730120,8,3,12,Aggressive
36,2877811,2,2,15,Moderate
56,411659,7,1,35,Moderate
37,1169391,9,2,16,Aggressive
40,509309,8,0,19,Moderate
38,849068,2,2,17,Conservative
43,600548,4,2,22,Moderate
62,350000,5,1,2,Moderate
38,870362,9,0,17,Moderate
34,732799,7,0,13,Moderate
42,3332745,9,2,21,Aggressive
49,1104800,3,3,28,Moderate
43,797286,6,2,22,Moderate
69,1025650,1,2,48,Conservative
29,697891,9,2,8,Aggressive
25,727640,9,1,4,Aggressive
35,4377450,4,2,14,Moderate
41,1675178,7,2,20,Aggressive
44,647067,6,1,23,Moderate
47,4095544,2,1,26,Conservative
31,220628,10,2,10,Aggressive
38,481701,1,3,17,Conservative
38,167878,9,3,17,Aggressive
47,2011317,3,2,26,Moderate
44,3370134,9,0,23,Aggressive
57,724554,5,2,36,Moderate
43,3936872,8,0,22,Aggressive
33,1203112,3,0,12,Conservative
62,2000000,7,2,10,Aggressive
28,199290,2,2,7,Conservative
26,1154545,1,2,5,Conservative
35,4377716,3,3,14,Moderate
28,746756,2,3,7,Moderate
43,255854,2,2,22,Conservative
53,704467,10,2,32,Aggressive
65,469444,7,2,44,Moderate
56,1493548,10,0,35,Aggressive
26,350000,5,2,2,Moderate
33,4895784,3,3,12,Moderate
38,708203,1,2,17,Conservative
34,756971,7,2,13,Moderate
46,169029,2,2,25,Conservative
64,838056,6,2,43,Moderate
35,972972,7,2,14,Moderate
43,616139,10,1,22,Aggressive
24,4366469,8,2,3,Aggressive
58,394624,4,3,37,Moderate
22,203396,10,2,1,Aggressive
68,209277,5,2,47,Moderate
44,747165,5,2,23,Moderate
27,497879,4,3,6,Moderate
24,3677585,8,1,3,Aggressive
25,261216,9,0,4,Moderate
25,618091,5,1,4,Moderate
51,1131038,7,1,30,Moderate
32,416036,7,1,11,Moderate
62,900000,8,2,2,Moderate
44,2000000,6,2,5,Aggressive
40,1019831,1,2,19,Conservative
33,435864,1,0,12,Conservative
33,739039,9,0,12,Moderate
41,752951,8,1,20,Moderate
61,1292173,5,2,40,Moderate
26,4328911,2,2,5,Moderate
48,727304,3,3,27,Moderate
20,368545,7,1,0,Moderate
21,1539131,6,2,0,Aggressive
31,326010,10,3,10,Aggressive
44,853059,2,2,23,Conservative
34,890417,1,3,13,Conservative
42,321711,8,2,21,Moderate
56,329410,6,2,35,Moderate
62,2000000,9,2,10,Aggressive
43,566739,2,2,22,Conservative
19,188146,1,0,0,Conservative
43,776264,1,0,22,Conservative
38,3578076,4,2,17,Moderate
34,4138651,7,1,13,Aggressive
59,1337367,5,1,38,Moderate
34,1842542,6,1,13,Moderate
49,451704,6,2,28,Moderate
31,4705679,9,1,10,Aggressive
34,722819,5,1,13,Moderate
62,2000000,8,2,10,Aggressive
32,1298238,3,3,11,Moderate
22,464619,6,2,1,Moderate
44,350000,8,1,2,Moderate
65,483749,7,1,44,Moderate
62,2000000,7,2,10,Aggressive
31,2879404,1,0,10,Conservative
26,898345,2,2,5,Moderate
38,4524932,7,0,17,Moderate
27,1415964,6,2,6,Moderate
36,982159,8,0,15,Moderate
28,1076943,6,2,7,Moderate
62,900000,8,0,10,Moderate
20,684736,5,2,0,Moderate
44,416982,8,0,23,Moderate
18,1317912,5,2,0,Moderate
44,163893,1,3,23,Conservative
49,388350,9,2,28,Moderate
59,1138858,4,1,38,Conservative
25,162929,5,3,4,Moderate
31,2314978,4,1,10,Moderate
58,1190392,9,0,37,Moderate
54,1028776,9,3,33,Aggressive
62,900000,7,2,10,Moderate
65,274668,5,3,44,Moderate
57,3712450,8,0,36,Moderate
33,213165,7,1,12,Moderate
62,2777358,1,2,41,Conservative
40,183984,4,2,19,Moderate
40,1011579,2,3,19,Moderate
53,4144064,7,2,32,Aggressive
35,1402147,6,1,14,Moderate
62,2000000,8,2,10,Aggressive
25,427877,7,1,4,Moderate
62,900000,8,2,5,Moderate
33,615947,5,0,12,Moderate
48,526952,4,2,27,Conservative
49,650819,5,0,28,Conservative
47,280065,8,3,26,Moderate
58,1179869,8,2,37,Moderate
24,356076,8,0,3,Moderate
43,720760,4,2,22,Moderate
62,2000000,10,2,20,Aggressive
53,712608,9,0,32,Moderate
32,706688,2,3,11,Moderate
44,2000000,6,2,10,Aggressive
56,619564,10,2,35,Aggressive
39,1221367,9,1,18,Aggressive
33,490177,8,1,12,Moderate
44,350000,8,2,5,Moderate
55,2065946,10,2,34,Aggressive
39,1354457,1,0,18,Conservative
24,2548009,3,1,3,Moderate
33,554103,1,1,12,Conservative
46,296889,5,2,25,Moderate
28,921485,9,0,7,Aggressive
44,1117627,3,1,23,Conservative
48,4243437,3,3,27,Moderate
58,783273,4,0,37,Conservative
38,4604960,6,2,17,Aggressive
29,2203690,10,2,8,Aggressive
21,1053267,7,2,0,Aggressive
35,1240290,8,0,14,Moderate
44,350000,5,2,5,Moderate
25,1119732,10,1,4,Aggressive
52,1032208,2,2,31,Conservative
37,157055,1,3,16,Conservative
53,613476,9,1,32,Moderate
46,1393964,10,1,25,Aggressive
44,1251282,1,0,23,Conservative
64,1225106,5,2,43,Moderate
52,619403,4,0,31,Conservative
52,526034,4,2,31,Conservative
59,495204,7,1,38,Moderate
33,1012158,9,2,12,Aggressive
31,713915,2,0,10,Conservative
49,184510,9,3,28,Aggressive
21,423830,6,2,0,Moderate
32,1389700,6,2,11,Moderate
65,366974,3,2,44,Conservative
31,647509,4,0,10,Conservative
51,562485,7,2,30,Moderate
40,712952,10,3,19,Aggressive
56,678358,6,0,35,Moderate
55,3473417,2,2,34,Moderate
32,567967,4,2,11,Moderate
43,2832397,8,0,22,Aggressive
27,4898499,10,2,6,Aggressive
27,471386,7,1,6,Moderate
38,325251,9,0,17,Moderate
44,900000,9,0,10,Moderate
23,356805,7,2,2,Moderate
62,900000,8,2,10,Moderate
50,557883,10,3,29,Aggressive
27,297973,10,0,6,Aggressive
59,211292,6,1,38,Moderate
62,1096538,6,0,41,Moderate
62,2000000,10,2,10,Aggressive
36,3781636,7,3,15,Aggressive
41,2817488,3,1,20,Moderate
19,3389160,10,3,0,Aggressive
40,583921,6,1,19,Moderate
40,263125,8,2,19,Moderate
43,2440191,5,3,22,Aggressive
37,297511,5,1,16,Moderate
37,308977,3,3,16,Moderate
55,563240,10,3,34,Aggressive
57,4238342,5,2,36,Moderate
26,764691,9,2,5,Aggressive
62,900000,8,0,10,Moderate
59,1811533,2,2,38,Moderate
47,403602,8,3,26,Moderate
37,2186126,10,0,16,Aggressive
58,896245,8,1,37,Moderate
40,390967,5,3,19,Moderate
29,1307539,4,2,8,Moderate
31,4800874,1,1,10,Conservative
62,2000000,6,2,20,Moderate
58,2936099,1,2,37,Conservative
52,344844,6,3,31,Moderate
69,309840,5,2,48,Moderate
34,271372,7,3,13,Moderate
42,440809,6,0,21,Moderate
37,2354224,9,0,16,Aggressive
50,1133439,9,0,29,Moderate
29,419470,7,1,8,Moderate
31,1353718,3,1,10,Conservative
40,490398,2,0,19,Conservative
38,1099989,1,2,17,Conservative
41,567802,4,3,20,Moderate
64,575862,3,1,43,Conservative
35,1434722,8,2,14,Aggressive
31,928526,4,2,10,Moderate
18,584589,5,0,0,Moderate
43,1245257,10,2,22,Aggressive
38,3821921,5,0,17,Moderate
50,750748,4,2,29,Moderate
69,154141,7,0,48,Moderate
32,682189,5,2,11,Moderate
42,920325,7,3,21,Aggressive
22,675020,9,2,1,Aggressive
47,999414,1,1,26,Conservative
29,971227,2,2,8,Moderate
38,722469,10,2,17,Aggressive
33,1039644,6,3,12,Moderate
58,3160609,5,2,37,Moderate
40,219778,10,0,19,Aggressive
40,1095437,3,3,19,Moderate
54,3038510,2,0,33,Conservative
44,900000,8,2,10,Aggressive
51,372934,2,2,30,Conservative
37,671480,4,1,16,Conservative
22,466723,4,2,1,Moderate
64,308359,8,1,43,Moderate
37,412140,5,0,16,Moderate
44,900000,8,2,20,Aggressive
40,2503510,9,0,19,Aggressive
44,412109,4,0,23,Conservative
48,606247,6,2,27,Moderate
56,560144,1,0,35,Conservative
51,1222145,5,1,30,Moderate
59,349686,4,1,38,Conservative
33,1095769,10,2,12,Aggressive
38,4643655,10,1,17,Aggressive
18,176628,4,1,0,Moderate
39,213447,7,2,18,Moderate
20,2578410,7,0,0,Aggressive
29,197083,10,2,8,Aggressive
39,430858,3,2,18,Conservative
57,1203029,2,0,36,Conservative
40,1411209,5,2,19,Moderate
54,2818156,10,3,33,Aggressive
44,872043,7,1,23,Moderate
40,3954917,7,1,19,Aggressive
44,2000000,5,2,5,Moderate
44,183260,9,0,23,Moderate
66,4680322,8,2,45,Aggressive
26,678730,7,2,5,Moderate
62,900000,3,2,5,Conservative
53,644241,1,2,32,Conservative
41,769970,3,1,20,Conservative
23,1744985,8,2,2,Aggressive
40,161207,7,3,19,Moderate
55,666158,5,2,34,Moderate
58,1219750,1,2,37,Conservative
50,3231499,3,0,29,Conservative
40,767362,3,3,19,Moderate
34,1227922,6,2,13,Moderate
63,3683448,3,1,42,Moderate
62,2000000,9,1,2,Aggressive
24,775523,3,1,3,Moderate
50,762950,6,1,29,Moderate
23,348942,1,0,2,Conservative
23,236076,6,2,2,Moderate
54,874659,1,2,33,Conservative
50,3827386,1,1,29,Conservative
25,2076115,5,2,4,Aggressive
38,745706,8,3,17,Aggressive
29,728431,6,3,8,Aggressive
33,4903317,8,0,12,Aggressive
44,437256,4,1,23,Conservative
24,570457,2,2,3,Conservative
25,1349621,10,0,4,Aggressive
40,4849194,7,3,19,Aggressive
39,4741393,6,2,18,Aggressive
28,481330,10,3,7,Aggressive
63,799782,6,0,42,Moderate
62,350000,5,2,10,Moderate
62,900000,6,2,20,Moderate
62,2000000,4,2,0,Moderate
25,668515,3,2,4,Moderate
64,481115,4,3,43,Moderate
27,205221,5,1,6,Moderate
38,506446,5,0,17,Moderate
63,1360245,7,2,42,Moderate
21,1228984,5,0,0,Moderate
50,3268648,10,2,29,Aggressive
26,4805151,9,0,5,Aggressive
41,537586,5,2,20,Moderate
49,3432728,1,2,28,Conservative
34,160878,10,2,13,Aggressive
40,999092,7,2,19,Moderate
24,778848,3,0,3,Conservative
44,900000,8,1,0,Moderate
62,350000,6,0,5,Moderate
43,1381310,7,3,22,Aggressive
58,2534444,5,1,37,Moderate
62,900000,4,2,0,Moderate
32,645083,9,3,11,Aggressive
34,1169377,6,2,13,Moderate
